id,name,code,institutionCode,campusCode,libraryCode,discoveryDisplayName,isActive,primaryServicePointCode,servicePointCodes,description,details.stackmapBaseUrl,details.pageAeonSite,details.pageMediationGroupKey,details.pageServicePointCodes,details.discoveryDisplayUrl,details.scanServicePointCode,details.availabilityClass,details.searchworksTreatTemporaryLocationAsPermanentLocation,details.searchworksGovDocsClassification,details.scanMaterialTypeNames,details.scanPseudopatronBarcode,details.holdingsTypeName,details.pagingSchedule
703fd71b-251d-45ce-8304-759ac93d3426,Law Newspapers,LAW-NEWSPAPERS,SU,LAW,LAW,Newspapers,true,LAW,LAW,,,,,,,,,,,,,,
70cd636f-725b-4cea-aa75-fe3e6f4ef447,Art Locked Stacks Small Restricted,ART-LOCKED-SMALL-R,SU,SUL,ART,Locked stacks (Small),true,ART,ART,,,,ART,ART,,,,,,,,,
7120a9a0-dcac-4991-bb92-5fd3eecabe56,Law SDR,LAW-SDR,SU,LAW,LAW,Stanford Digital Repository,true,LAW,LAW,,,,,,,,,,,,,,
716c277f-7595-4b90-a189-92387bac8c87,Art Locked Stacks Large Restricted,ART-LOCKED-LARGE-R,SU,SUL,ART,Locked stacks (Large),true,ART,ART,,,,ART,ART,,,,,,,,,
71d88dd5-3ac5-4075-b0eb-23db9fc374b4,Tanner Reserves,TAN-CRES,SU,SUL,TANNER,On reserve: Ask at Tanner reference desk,true,TANNER,TANNER,,,,,,,,,true,,,,,
7241056a-0ea6-4a38-b06f-a0fc812aebe7,Lane Digital: Mobile Resources,LANE-MOBI,SU,MED,LANE,Digital: Mobile Resources,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,Electronic,
73574208-f337-4c7d-b18f-f677100a0a95,Law Eyles Aisle,LAW-EYLESAISLE,SU,LAW,LAW,Eyles aisle,true,LAW,LAW,,,,,,,,,,,,,,
749f175f-8308-44af-8cec-5b0d4b89c3d5,Science Withdrawn,SCI-WITHDRAWN,SU,SUL,SCIENCE,Withdrawn,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
74b77223-bd65-4ad7-8995-5953c3bfe5cc,Lane Li Ka Shing Center,LANE-LKSC,SU,MED,LANE,Li Ka Shing Center,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
75115f9b-71d6-4106-8ab9-962f2ca9dd4c,ARS Folio,ARS-FOLIO,SU,SUL,ARS,Folios,true,ARS,ARS,,,,,ARS,,,,,,,,,
756fb9af-dcba-4b16-b783-31382d2f74d4,Art Current Periodicals,ART-CURRENTPER,SU,SUL,ART,Current periodicals,true,ART,ART,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
764d4984-047f-4e51-87b1-da27d90356f4,SUL Media Preservation Lab,SUL-MEDIAPRESLAB,SU,SUL,SUL,In process,true,SULDIGITIZATION,SULDIGITIZATION,,,,,,,,In_process,,,,,,
7686811f-6840-444f-8a02-3b528854ef93,Lane Media: AV,LANE-AV,SU,MED,LANE,Media (shelved at the Information Desk),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
77169181-797c-4754-b8e3-85c4180ddb0a,SAL EAL Stacks Japanese,SAL-EAL-STKS-J,SU,SUL,SAL,Japanese Collection,true,SAL,SAL,,,,,,,GREEN,Offsite,,,,,,
77779df8-61f3-4475-8f2a-b7ef97ec2c96,SAL3 PAGE-MU,SAL3-PAGE-MU,SU,SUL,SAL3,For use in Music Library,true,SAL3,SAL3,,,,,MUSIC,,,Offsite,,,,,,
7796be3c-2a56-435d-a625-96f44467dc40,Spec Reference,SPEC-REF,SU,SUL,SPEC-COLL,Reference,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
77fed1c8-4c3a-411a-926d-cbf9b686105f,SAL Newark Withdrawn Digital Substitute,SALN-WD-DIGITAL-SUB,SU,SUL,SAL-NEWARK,Digital substitute,true,SAL-NEWARK,SAL-NEWARK,,,,,,,,,,,,,,
790f0dc3-9949-4a23-9962-46b7fff42d03,Green PAGE-GR,GRE-PAGE-GR,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,,,,,,,,,,,,,
794733b9-5fe8-4294-9143-ae98823e6381,Spec SAL3 Gunst,SPEC-SAL3-GUNST,SU,SUL,SPEC-COLL,Gunst Collection,true,SAL3,SAL3,,,SPECUA,,,,,,,,,,,
7af4b1bf-00f4-47bc-ba4d-d2792b5dc9d8,Marine Bio Stacks,MAR-STACKS,SU,SUL,MARINE-BIO,Stacks,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
7b26026a-8162-4053-a1be-fe017f0a6f7d,Lane Spec: Photofile,LANE-FOTOF,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
7b69cdf8-261e-45a5-a626-a0fa57cb053b,SAL PAGE-EA,SAL-PAGE-EA,SU,SUL,SAL,For use in East Asia Library,true,SAL,SAL,,,,,EAST-ASIA,,GREEN,Offsite,,,,,,
7b6ab449-cf76-46bb-89a1-ad577f93f858,Business Temporary Location,BUS-TEMP,SU,GSB,BUSINESS,Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
7b6b6d77-1644-4e71-bf5b-be96eb9dadc2,Business Periodicals,BUS-PER,SU,GSB,BUSINESS,Periodicals,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
7b70fb52-055f-4bbc-bb12-bce07c48fe0b,East Asia Media,EAL-MEDIA,SU,SUL,EAST-ASIA,Media,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
7bc85f97-61aa-4f4a-a537-3d74b7625c5a,Lane Unmapped,LANE-UNMAPPED,SU,MED,LANE,Unmapped location,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
7bfbcbc8-7997-4b04-b3d9-bae4e90c46eb,Media Page to Media,MEDIA-PAGE-MM,SU,SUL,MEDIA-CENTER,Ask at Media Center desk,true,MEDIA-CENTER,MEDIA-CENTER,,,,,,,,,,,,,,
7c6af6ea-86ca-42a0-94b2-58edad1637a7,Spec Felton,SPEC-FELTON,SU,SUL,SPEC-COLL,Felton Collection,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
7d62d997-f9f2-489e-aff3-04eb043d9537,Rumsey W7 Pocket Large,RUM-W7-POCKET-LG,SU,SUL,RUMSEY-MAP,Map Center (W7 large pocket maps),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
7de1b6d2-9de1-4cc8-b834-971359bd385e,ARS Withdrawn,ARS-WITHDRAWN,SU,SUL,ARS,Ask at desk,true,ARS,ARS,,,,,,,,,,,,,,
7e8506be-4d8b-499a-accd-6e9584510ea3,SAL Send to SAL3,SAL-SEND2SAL3,SU,SUL,SAL,Ask at circulation desk,true,SAL,SAL,,,,,,,GREEN,Offsite,,,,,,
7ea4b5ab-1725-4f47-b93b-792baf61ca27,Spec Samson,SPEC-SAMSON,SU,SUL,SPEC-COLL,Samson Collection,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
7f02298f-6cf3-4130-8764-5cf2edd42eab,HILA Flat Files,HILA-FLATFILES,SU,HOOVER,HILA,Flat files,true,HILA,HILA,,,,,,,,,,,,,,
7f6714fa-266e-41f4-ae34-561d67cf29da,Earth Sci Shadowed,EAR-SHADOW,SU,SUL,EARTH-SCI,Ask at circulation desk,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
7fd5f273-904c-4b11-ae1b-0fb74aca1188,Green SSRC,GRE-SSRC,SU,SUL,GREEN,Jonsson Social Sciences Reading Room,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
803f957e-4d9e-4109-82b6-fb0f3cb4b00a,Earth Sci Atlases,EAR-ATLASES,SU,SUL,EARTH-SCI,Atlases,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
825b0d52-8b5a-45b6-8698-4325bd6c1f0e,Rumsey W7 Pocket Regular,RUM-W7-POCKET-REG,SU,SUL,RUMSEY-MAP,Map Center (W7 regular pocket maps),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
828c4324-062d-4aa5-9960-11691b894c5b,Art Instructor,ART-INSTRUCTOR,SU,SUL,ART,On reserve: Ask at circulation desk,true,ART,ART,,,,,,,,,,,,,,
82a67d8a-15ff-46f4-b5f5-d52bbd575683,Rumsey Center Stacks Large,RUM-C-STK-LG,SU,SUL,RUMSEY-MAP,Map Center (large stacks),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
82d77fc4-6d63-4de9-a6b9-5056570ce060,Marine Bio Shelve by title,MAR-SHELBYTITLE,SU,SUL,MARINE-BIO,Serials,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
82dca520-b559-44b9-a9b8-27e4599ce6a0,East Asia Locked Oversized,EAL-LOCKED-OVERSIZE,SU,SUL,EAST-ASIA,Locked stacks (Oversized): Ask at circulation desk,true,EAST-ASIA,EAST-ASIA,,,EASTASIA,,,,,,,,,,,
83d9b015-df36-4eb4-b8f3-0098f54d68b4,Art Locked Stacks Medium,ART-LOCKED-MEDIUM,SU,SUL,ART,Locked stacks (Medium),true,ART,ART,,,,ART,ART,,,,,,,,,
8448faec-e4c7-425a-b284-47bf21345b79,Earth Sci PAGE-MP,EAR-PAGE-MP,SU,SUL,EARTH-SCI,For use in Branner Library,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
845b68f7-60d6-40fe-be5b-a8b01dabe1ec,SAL3 migration error,SAL3-MIGRATE-ERR,SU,SUL,SAL3,Error during migration,true,SAL3,SAL3,,,,,,,SAL3,,,,,,,
854d0fc5-066f-4282-b438-0c204ddd192a,Lane Books: Rel Title Browse,LANE-SERIES,SU,MED,LANE,Varies.,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
85c9abb0-55fe-4678-9d58-dde87464d5ff,Rumsey W7 Case MD,RUM-W7-CASE-MD,SU,SUL,RUMSEY-MAP,Map Center (W7 map case),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
860d7b3f-97c5-4e52-8b96-321b48e3f9e9,SAL Newark PAGE-GR,SALN-PAGE-GR,SU,SUL,SAL-NEWARK,For use in Green Library,true,SAL-NEWARK,SAL-NEWARK,,,,,,,,Offsite,,,,,,
86275438-fb74-4086-858e-47c3416c2fb2,East Asia Current Periodicals,EAL-CURRENTPER,SU,SUL,EAST-ASIA,Current periodicals,true,EAST-ASIA,EAST-ASIA,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
8668cb04-7a3a-4307-a356-246824cffe5c,Science Withdrawn Digital Substitute,SCI-WD-DIGITAL-SUB,SU,SUL,SCIENCE,Digital substitute,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
866bf7da-7b38-429e-bb4a-6d3054469df1,Green Hohbach Magazines,GRE-HH-MAGAZINE,SU,SUL,GREEN,Hohbach Hall: Magazine Collection,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
8685fae1-30e6-440b-ac30-c58f0a9190c3,Business i-Desk,BUS-ATCIRCDESK,SU,GSB,BUSINESS,Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
8726b10e-ba66-483f-808c-b0d34265f9df,Business Shadowed,BUS-SHADOW,SU,GSB,BUSINESS,Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
87c0e716-a457-43d7-b27e-3d774585b000,Law Wellness,LAW-WELLNESS,SU,LAW,LAW,Wellness collection,true,LAW,LAW,,,,,,,,,,,,,,
8842590b-51dd-4bee-b9e8-02f6362e8937,Science Retired Reference,SCI-RETIRED-REF,SU,SUL,SCIENCE,Retired Reference,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
891ca554-5109-419a-bd01-d647944a40ea,Spec Manuscript,SPEC-MANUSCRIPT,SU,SUL,SPEC-COLL,Manuscript Collection,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
8a591b2f-6075-42d2-8be2-938ab9bcbcc9,Marine Bio Graphic Novel,MAR-GRAPHIC-NOVEL,SU,SUL,MARINE-BIO,Graphic novels,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
8b1d47da-1f1b-49ba-b1b7-bd30b51c409c,Business Locked Stacks,BUS-LOCKED,SU,GSB,BUSINESS,Locked stacks: Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
8b85574f-6051-4cec-8ad7-440cd9d92035,Marine Bio Locked Stacks,MAR-LOCKED-STACKS,SU,SUL,MARINE-BIO,Locked stacks: Ask at circulation desk,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
8ba748ec-cd47-4b71-a532-521c970e8ed7,Earth Sci Processing - JC,EAR-PROCESSING-JC,SU,SUL,EARTH-SCI,In process,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
8bab25f6-b762-4192-b88f-addc9016d30e,HILA migration error,HILA-MIGRATE-ERR,SU,HOOVER,HILA,Error during migration,true,HILA,HILA,,,,,,,,,,,,,,
8c25edbe-7a5e-496b-8cef-e7f9e2b7cabc,Education Reference,EDU-REF,SU,SUL,EDUCATION,Jonsson Social Sciences Reading Room: Education Reference,true,EDUCATION,EDUCATION,,,,,,,,,,,,,,
8cb70929-f4ec-439c-a263-6f6f6810a07f,Green Raub Numismatic,GRE-RAUB-NUM,SU,SUL,GREEN,Frank L. Kovacs Numismatic Library,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
8d774062-28be-4e3a-8755-58ef972ec2d4,ARS migration error,ARS-MIGRATE-ERR,SU,SUL,ARS,Error during migration,true,ARS,ARS,,,,,,,,,,,,,,
8e7ca4d1-4137-4e72-89eb-d78257db4819,Rumsey W7 Box Small,RUM-W7-BOX-SM,SU,SUL,RUMSEY-MAP,Map Center (W7 small box),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
8f16bbad-14db-4336-a7f6-4e65036de109,Marine Bio Reserves,MAR-CRES,SU,SUL,MARINE-BIO,On reserve: Ask at Marine Biology circulation desk,true,MARINE-BIO,MARINE-BIO,,,,,,,,,true,,,,,
903610b9-9c31-4c50-b3a4-fc977da4d091,Marine Bio Shelved Elsewhere,MAR-SEE-OTHER,SU,SUL,MARINE-BIO,See linked record to request items bound together,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
908d68ff-4e1d-4235-ba1a-6cfb88480c67,Law Shadowed,LAW-SHADOW,SU,LAW,LAW,Ask at circulation desk,true,LAW,LAW,,,,,,,,,,,,,,
909e3ef1-211b-4613-8511-370f9b66ac2d,Earth Sci Storage Locked,EAR-STOR-LOCKED,SU,SUL,EARTH-SCI,Locked storage: Ask at circulation desk,true,EARTH-SCI,EARTH-SCI,,,,,,,,,,,,,,
920e71ee-5ea3-4934-a878-7fe64b1fc8fc,Science Circ Desk,SCI-ATCIRCDESK,SU,SUL,SCIENCE,Ask at circulation desk,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
9250994b-590a-47ce-9301-1e36ff2a49eb,Rumsey Center Shadowed,RUM-SHADOW,SU,SUL,RUMSEY-MAP,Ask at desk,true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
92da9437-65b9-4aaa-b7ed-e354e9c76587,Business Computer File,BUS-COMPF,SU,GSB,BUSINESS,Computer files: Ask at i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
92f0d68c-a7ee-42b6-a902-bb78b8d67c76,Art migration error,ART-MIGRATE-ERR,SU,SUL,ART,Error during migration,true,ART,ART,,,,,,,,,,,,,,
9334a710-0c76-4404-9cb0-07f61b4c39fb,Spec SAL3 Media,SPEC-SAL3-MEDIA,SU,SUL,SPEC-COLL,Media,true,SAL3,SAL3,,,SPECUA,,,,,,,,,,,
945f7cdb-89fd-4be8-a70f-17e10fdb784b,East Asia Scan Review,EAL-SCANREVIEW,SU,SUL,EAST-ASIA,In process,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
9523510d-2afa-47fd-8310-eaf8e690479e,Business Reserves,BUS-CRES,SU,GSB,BUSINESS,On reserve: Ask at Business i-Desk,true,BUS-IDESK,BUS-IDESK,,,,,,,,,true,,,,,
9532a131-63a9-418c-9c3f-5092dbf5a143,Lane Spec: Vertical File,LANE-HSFLE,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
9539a651-1428-4be9-be2b-f9bb18a4a174,SAL3 Shadowed,SAL3-SHADOW,SU,SUL,SAL3,Withdrawn,true,SAL3,SAL3,,,,,,,,,,,,,,
954d0e35-8eb1-4a0c-8787-cbdd889eafd3,Lane Error: Loc Problem in Acq,LANE-NLOC,SU,MED,LANE,Error: Location Problem,true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
95ba773a-ca0e-44cf-9c07-7477d97e64e9,Tanner Reference,TAN-REF,SU,SUL,TANNER,Reference,true,TANNER,TANNER,,,,,,,,,,,,,,
96249f49-22ab-48cf-93c9-bd418a2593fa,Eng Shadowed,ENG-SHADOW,SU,SUL,ENG,Ask at circulation desk,true,ENG,ENG,,,,,,,,,,,,,,
969dd3ad-2305-443b-b8c4-eb9b7458c1ce,SAL3 Withdrawn Digital Substitute,SAL3-WD-DIGITAL-SUB,SU,SUL,SAL3,Digital substitute,true,SAL3,SAL3,,,,,,,,,,,,,,
96b4a096-2a33-4cd0-9e8f-a887cf4306ae,Spec migration error,SPEC-MIGRATE-ERR,SU,SUL,SPEC-COLL,Error during migration,true,SPEC,SPEC,,,SPECUA,,,,,,,,,,,
96bb62ce-58a4-4b66-a52b-f925a09aeb36,SAL Federal Docs,SAL-FED-DOCS,SU,SUL,SAL,US Federal Documents,true,SAL,SAL,,,,,,,GREEN,Offsite,,Federal,,,,
975231f5-ab3b-46ab-b4b2-4481fc8c4405,Green HAS Reading Room,GRE-HASRC,SU,SUL,GREEN,Lane Reading Room: Reference,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
97c34325-7cb4-4baf-ac17-7425cb7caf6c,East Asia PAGE-EA,EAL-PAGE-EA,SU,SUL,EAST-ASIA,Ask at circulation desk,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
982d671f-1f95-49ce-8878-05787c89cfde,Law Folio Basement,LAW-FOLIO-BASEMENT,SU,LAW,LAW,Folios in the basement,true,LAW,LAW,,,,,,,,,,,,,,
9a0e5db7-2dda-4bdd-bca1-840f4d028b2b,Education migration error,EDU-MIGRATE-ERR,SU,SUL,EDUCATION,Error during migration,true,EDUCATION,EDUCATION,,,,,,,,,,,,,,
9a3a127f-d7db-4e2e-bc0c-31868b8cf007,HILA Archival Processing,HILA-ARCHIVAL-PROCESSING,SU,HOOVER,HILA,In process: Archival processing,true,HILA,HILA,,,,,,,,,,,,,,
9b3b957b-0d72-4407-b0f2-a0099cdd1e3f,Lane Spec: Archives Class,LANE-ARCH,SU,MED,LANE,Medical History Center: By appointment only.,true,LANE-DESK,LANE-DESK,,,,,,https://lane.stanford.edu/med-history/contact.html,,,,,,,,
9b4fbbc7-c0a8-4597-94c5-8c45903a5cdc,Rumsey W7 Sanborn,RUM-W7-SANBORN,SU,SUL,RUMSEY-MAP,Map Center (W7 Sanborn case),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
9bd34db9-c70a-4322-9dcc-a5bb4860c777,Rumsey Center Shelved Elsewhere,RUM-SEE-OTHER,SU,SUL,RUMSEY-MAP,See linked record to request items bound together,true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
9bd8dc35-7df9-4b3e-abd8-abd8773e00b8,East Asia Locked Stacks,EAL-LOCKED,SU,SUL,EAST-ASIA,Locked stacks: Ask at circulation desk,true,EAST-ASIA,EAST-ASIA,,,EASTASIA,,,,,,,,,,,
9c2d3584-1cef-49a4-90bd-0b387be8a07d,Music Reserves,MUS-CRES,SU,SUL,MUSIC,On reserve: Ask at Music circulation desk,true,MUSIC,MUSIC,,,,,,,,,true,,,,,
9c92e9ba-bfaa-4b83-bb05-a556d5284f09,Law Vrooman 1st floor,LAW-VROOMAN,SU,LAW,LAW,"Vrooman collection, 1st floor",true,LAW,LAW,,,,,,,,,,,,,,
9d0737d0-ee3b-4474-8577-8df64eb1a9d0,Rumsey W7 Stacks Large,RUM-W7-STK-LG,SU,SUL,RUMSEY-MAP,Map Center (W7 large stacks),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
9d4f8832-4c6c-4451-8668-dc24daf51ce5,HILA Tiny,HILA-TINY,SU,HOOVER,HILA,Miniature,true,HILA,HILA,,,,,,,,,,,,,,
9d914ecd-1636-47fd-938b-c57c20bb8ce8,Lane Exam Reviews,LANE-ERQC,SU,MED,LANE,Exam Review Books (shelved at Information Desk),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
9e878ce7-10db-47f9-b136-01bf91b27bb9,East Asia Newspapers,EAL-NEWSPAPERS,SU,SUL,EAST-ASIA,Newspapers,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
9e9c1b18-ea95-4bce-92fa-11628b7a488e,Business Shelved Elsewhere,BUS-SEE-OTHER,SU,GSB,BUSINESS,See linked record,true,BUS-IDESK,BUS-IDESK,,,,,,,,,,,,,,
9ec3833a-10ef-427e-afee-7de701ce7f2c,SAL3 PAGE-GR,SAL3-PAGE-GR,SU,SUL,SAL3,For use in Green Library,true,SAL3,SAL3,,,,,GREEN-LOAN,,SAL3,Offsite,,,,,,
9f015af5-208c-49b3-9a43-4f079fb4f699,Law Shadow Order,LAW-SHADOW-ORD,SU,LAW,LAW,On order,true,LAWTS,LAWTS,,,,,,,,,,,,,,
9f085820-08a3-43bd-a080-44f65fb67b1e,East Asia Japanese,EAL-JAPANESE,SU,SUL,EAST-ASIA,Japanese collection,true,EAST-ASIA,EAST-ASIA,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
9f7de6a8-73db-433c-87e9-a896a71b2ed9,Science Instructor,SCI-INSTRUCTOR,SU,SUL,SCIENCE,On reserve: Ask at circulation desk,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
a0796b66-de30-4d44-9e82-08afd2b71824,Green HAS CA,GRE-HAS-CA,SU,SUL,GREEN,Lane Reading Room: California history,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a0a411d3-6243-49aa-98b0-24374cd8897e,Green SSRC New Book Shelf,GRE-SSRC-NEWBOOK,SU,SUL,GREEN,Jonsson Social Sciences Reading Room: New books,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a11994fe-9b57-42ab-89e9-64fa2df08b31,East Asia Folios Korean,EAL-FOLIO-KOREAN,SU,SUL,EAST-ASIA,Korean folios,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
a13680b4-8d74-452c-8f7d-057d81b8e7e9,East Asia Shadowed,EAL-SHADOW,SU,SUL,EAST-ASIA,Ask at circulation desk,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
a148f1ad-7bf4-44fe-ae27-c63ba43f0bed,East Asia Withdrawn Digital Substitute,EAL-WD-DIGITAL-SUB,SU,SUL,EAST-ASIA,Digital substitute,true,EAST-ASIA,EAST-ASIA,,,,,,,,,,,,,,
a18f5612-e6b4-49e8-b13e-87a95390f10e,Green IC Send to SAL3,GRE-IC-SEND2SAL3,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,,,,,,,,,,,,,
a19fa3e9-687b-47fe-aa7b-09d06bcdac6d,Lane Ref: LC Class,LANE-REF,SU,MED,LANE,Reference (Upstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
a1e48e5a-5a5a-49b1-a7f1-0d248ef26f04,ARS Inprocess,ARS-INPROCESS,SU,SUL,ARS,In process,true,ARS,ARS,,,,,ARS,,,In_process,,,,,,
a2b544b8-4087-4b1e-bef2-e27be9faa7f0,Media Microfiche Diazo,MEDIA-DIZOCAB,SU,SUL,MEDIA-CENTER,Microfiche collection,true,MEDIA-CENTER,MEDIA-CENTER,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a40bcc60-22cd-4e42-be64-79bb23ea9fb0,Spec SAL3 Manuscript,SPEC-SAL3-MSS,SU,SUL,SPEC-COLL,Manuscript Collection,true,SAL3,SAL3,,,SPECUA,,,,,,,,,,,
a40c30e4-9330-455c-84b3-16717aa1cf25,Green Courtesy Hold Shelf,GRE-COURTESY-HOLD,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a442d5bb-2b88-486a-b07a-85a01ceedd14,Science Tech Processor,SCI-TECH-PROCESSOR,SU,SUL,SCIENCE,In process,true,SCIENCE,SCIENCE,,,,,,,,,,,,,,
a452dd96-7821-4dc9-9553-baa820b9e7ea,Tanner Shelved Elsewhere,TAN-SEE-OTHER,SU,SUL,TANNER,See linked record to request items bound together,true,TANNER,TANNER,,,,,,,,,,,,,,
a477738b-533e-4749-b62c-a18e7653a59a,Marine Bio Popsci,MAR-POPSCI,SU,SUL,MARINE-BIO,Popular science,true,MARINE-BIO,MARINE-BIO,,,,,,,,,,,,,,
a480fa70-db7a-4e4d-b4fd-ab986e388d50,Rumsey W7 Stacks Ref,RUM-W7-STK-REF,SU,SUL,RUMSEY-MAP,Map Center (W7 reference),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
a55c4283-9f59-4468-aa32-0330c7073b89,Green CDP,GRE-CDPSHADOW,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a5e43a69-6b28-4998-a8b3-c776e11e341b,Rumsey W7 Rolled,RUM-W7-ROLLED,SU,SUL,RUMSEY-MAP,Map Center (W7 rolled),true,RUMSEY-MAP,RUMSEY-MAP,,,RUMSEY,,,,,,,,,,,
a62eec61-b324-4cc6-b2dd-2fa0e4f3a332,Law Outdoor Travel,LAW-OUTDOOR-TRAVEL,SU,LAW,LAW,Outdoors & travel,true,LAW,LAW,,,,,,,,,,,,,,
a8676073-7520-4f26-8573-55976301ab5d,Green Flat Folios,GRE-FOLIO-FLAT,SU,SUL,GREEN,Flat folios,true,GREEN-LOAN,GREEN-LOAN,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a912df31-2144-4f7a-a8bb-e1e299e4bae9,Music Miniatures,MUS-MINIATURE,SU,SUL,MUSIC,Miniature,true,MUSIC,MUSIC,,,,,,,,,,,,,,
a91cfa9a-dae4-41d3-acac-8b8c20496a13,Media Stacks,MEDIA-STACKS,SU,SUL,MEDIA-CENTER,Stacks,true,MEDIA-CENTER,MEDIA-CENTER,,https://stanford.stackmap.com/json/,,,,,,,,,,,,
a93811d6-a2c9-4ad8-96d1-2cd7f924cd3b,Green CPR Bindery,GRE-CPR-BINDERY,SU,SUL,GREEN,Ask at circulation desk,true,GREEN-LOAN,GREEN-LOAN,,,,,,,,,,,,,,
aac29d19-e657-487a-a5ba-5c82a50a66b9,Lane Per: Oversize,LANE-OVPER,SU,MED,LANE,Periodicals: Oversize (Downstairs),true,LANE-DESK,LANE-DESK,,,,,,,,,,,,,,
